idade,renda,propriedade_casa,tempo_emprego,intencao_emprestimo,classificacao,vlr_emprestimo,tx_juros,status_emprestimo,pct_renda_emprestimo,inadimplencia_arquivada,hist_credito,nivel_risco,faixa_renda,faixa_emprestimo,alerta_comprometimento,faixa_hist_credito
26.0,36000,Alugada,0.0,Pessoal,B,4000,10.14,0,0.11,Não,2,Risco Baixo,Baixa,Baixo,False,Muito Curto
23.0,36300,Alugada,0.0,,A,4000,7.68,0,0.11,Não,2,Risco Muito Baixo,Baixa,Baixo,False,Muito Curto
22.0,37000,Alugada,2.0,Educacão,B,4000,10.95,0,0.11,Não,2,Risco Baixo,Baixa,Baixo,False,Muito Curto
21.0,37000,Alugada,0.0,Pessoal,B,4000,10.08,0,0.11,Não,3,Risco Baixo,Baixa,Baixo,False,Curto
21.0,37200,Alugada,5.0,Saúde,C,4000,13.49,0,0.11,Sim,4,Risco Médio-Baixo,Baixa,Baixo,False,Curto
23.0,38000,Alugada,3.0,Saúde,C,4000,14.26,0,0.11,Não,4,Risco Médio-Baixo,Baixa,Baixo,False,Curto
22.0,39000,Financiada,4.0,Pessoal,B,3250,10.99,0,0.08,Não,2,Risco Baixo,Baixa,Baixo,False,Muito Curto
25.0,39000,Financiada,9.0,Reforma,C,3000,13.99,0,0.08,Sim,3,Risco Médio-Baixo,Baixa,Muito Baixo,False,Curto
22.0,38400,Alugada,5.0,Educacão,B,4000,10.59,0,0.1,Não,3,Risco Baixo,Baixa,Baixo,False,Curto
23.0,38400,Alugada,7.0,Pessoal,B,4000,10.59,0,0.1,Não,2,Risco Baixo,Baixa,Baixo,False,Muito Curto
22.0,38400,Alugada,4.0,Educacão,C,4000,12.99,0,0.1,Não,2,Risco Médio-Baixo,Baixa,Baixo,False,Muito Curto
21.0,39000,Financiada,5.0,Educacão,A,1000,7.49,0,0.03,Não,3,Risco Muito Baixo,Baixa,Muito Baixo,False,Curto
24.0,38400,Alugada,4.0,Consolidação de dívidas,A,4000,7.29,0,0.1,Não,3,Risco Muito Baixo,Baixa,Baixo,False,Curto
22.0,32400,Alugada,4.0,,D,4000,,1,0.12,Sim,2,Risco Médio,Muito Baixa,Baixo,False,Muito Curto
25.0,38400,Alugada,2.0,Educacão,B,4000,12.53,0,0.1,Não,4,Risco Baixo,Baixa,Baixo,False,Curto
23.0,38850,Alugada,0.0,Educacão,C,4000,12.72,0,0.1,Sim,2,Risco Médio-Baixo,Baixa,Baixo,False,Muito Curto
25.0,39000,Alugada,4.0,Saúde,A,4000,7.88,0,0.1,Não,4,Risco Muito Baixo,Baixa,Baixo,False,Curto
24.0,39000,Alugada,3.0,Saúde,D,4000,14.61,0,0.1,Sim,4,Risco Médio,Baixa,Baixo,False,Curto
24.0,39000,Financiada,3.0,Reforma,A,5600,5.42,0,0.14,Não,4,Risco Muito Baixo,Baixa,Baixo,False,Curto
23.0,39000,Financiada,3.0,Educacão,C,5000,12.98,0,0.13,Não,4,Risco Médio-Baixo,Baixa,Baixo,False,Curto
26.0,39000,Financiada,10.0,,A,9500,6.91,0,0.24,Não,3,Risco Muito Baixo,Baixa,Médio,False,Curto
25.0,39000,Financiada,9.0,Saúde,A,4500,6.54,0,0.12,Não,4,Risco Muito Baixo,Baixa,Baixo,False,Curto
26.0,33000,Financiada,0.0,Reforma,C,9000,13.72,1,0.27,Não,2,Risco Médio-Baixo,Muito Baixa,Médio,False,Muito Curto
25.0,39000,Financiada,6.0,Consolidação de dívidas,A,6000,7.51,0,0.15,Não,2,Risco Muito Baixo,Baixa,Baixo,False,Muito Curto
22.0,40000,Alugada,1.0,Educacão,B,4000,12.69,0,0.1,Não,3,Risco Baixo,Baixa,Baixo,False,Curto
23.0,40000,Alugada,3.0,Educacão,C,4000,13.8,0,0.1,Sim,3,Risco Médio-Baixo,Baixa,Baixo,False,Curto
24.0,40000,Alugada,3.0,Consolidação de dívidas,A,4000,5.42,0,0.1,Não,2,Risco Muito Baixo,Baixa,Baixo,False,Muito Curto
25.0,34000,Alugada,,Reforma,A,4000,,1,0.12,Não,2,Risco Muito Baixo,Muito Baixa,Baixo,False,Muito Curto
23.0,39000,Financiada,8.0,Educacão,A,10000,7.51,0,0.26,Não,2,Risco Muito Baixo,Baixa,Médio,False,Muito Curto
22.0,39000,Financiada,6.0,Pessoal,A,10750,,0,0.28,Não,3,Risco Muito Baixo,Baixa,Médio,False,Curto
21.0,33000,Financiada,2.0,Reforma,A,3250,7.14,1,0.1,Não,3,Risco Muito Baixo,Muito Baixa,Baixo,False,Curto
22.0,40000,Alugada,2.0,Educacão,A,4000,,0,0.1,Não,2,Risco Muito Baixo,Baixa,Baixo,False,Muito Curto
21.0,40000,Alugada,3.0,Educacão,A,4000,7.51,0,0.1,Não,2,Risco Muito Baixo,Baixa,Baixo,False,Muito Curto
22.0,40000,Alugada,2.0,Pessoal,B,4000,11.49,0,0.1,Não,4,Risco Baixo,Baixa,Baixo,False,Curto
22.0,40000,Alugada,0.0,Pessoal,A,4000,7.43,0,0.1,Não,4,Risco Muito Baixo,Baixa,Baixo,False,Curto
26.0,40200,Alugada,1.0,Educacão,A,4000,6.76,0,0.1,Não,4,Risco Muito Baixo,Baixa,Baixo,False,Curto
23.0,35000,Alugada,2.0,Reforma,B,4000,12.18,1,0.11,Não,4,Risco Baixo,Muito Baixa,Baixo,False,Curto
23.0,39000,Financiada,0.0,,C,3000,12.53,0,0.08,Sim,4,Risco Médio-Baixo,Baixa,Muito Baixo,False,Curto
23.0,41004,Alugada,1.0,Saúde,A,4000,7.68,0,0.1,Não,4,Risco Muito Baixo,Baixa,Baixo,False,Curto
24.0,41160,Alugada,2.0,Saúde,A,4000,,0,0.1,Não,4,Risco Muito Baixo,Baixa,Baixo,False,Curto
24.0,35200,Alugada,1.0,Saúde,D,4000,16.0,1,0.11,Sim,3,Risco Médio,Baixa,Baixo,False,Curto
21.0,42000,Alugada,4.0,Educacão,B,4000,12.42,0,0.1,Não,3,Risco Baixo,Baixa,Baixo,False,Curto
23.0,42000,Alugada,0.0,,B,4000,10.59,0,0.1,Não,2,Risco Baixo,Baixa,Baixo,False,Muito Curto
26.0,33000,Financiada,1.0,Consolidação de dívidas,C,12000,10.91,1,0.36,Sim,3,Risco Médio-Baixo,Muito Baixa,Médio,False,Curto
21.0,36000,Alugada,5.0,Reforma,C,4000,12.99,1,0.11,Não,4,Risco Médio-Baixo,Baixa,Baixo,False,Curto
23.0,36000,Alugada,7.0,Saúde,B,4000,10.99,1,0.11,Não,4,Risco Baixo,Baixa,Baixo,False,Curto
23.0,39120,Propria,4.0,Saúde,B,7000,11.71,0,0.18,Não,3,Risco Baixo,Baixa,Baixo,False,Curto
22.0,39124,Propria,6.0,,A,5000,7.74,0,0.13,Não,4,Risco Muito Baixo,Baixa,Baixo,False,Curto
25.0,33168,Financiada,9.0,Pessoal,C,6000,15.96,1,0.18,Não,4,Risco Médio-Baixo,Muito Baixa,Baixo,False,Curto
26.0,33192,Financiada,,Pessoal,B,3000,12.69,1,0.09,Não,4,Risco Baixo,Muito Baixa,Muito Baixo,False,Curto
26.0,36000,Alugada,2.0,Pessoal,D,4000,14.54,1,0.11,Não,2,Risco Médio,Baixa,Baixo,False,Muito Curto
22.0,42000,Alugada,4.0,,D,4000,14.09,0,0.1,Não,4,Risco Médio,Baixa,Baixo,False,Curto
22.0,42000,Alugada,3.0,Saúde,B,4000,8.88,0,0.1,Não,4,Risco Baixo,Baixa,Baixo,False,Curto
23.0,39216,Financiada,5.0,,C,10000,13.49,0,0.25,Não,3,Risco Médio-Baixo,Baixa,Médio,False,Curto
23.0,42000,Alugada,2.0,,A,4000,5.79,0,0.1,Não,4,Risco Muito Baixo,Baixa,Baixo,False,Curto
22.0,39300,Financiada,6.0,Saúde,B,7000,9.62,0,0.18,Não,4,Risco Baixo,Baixa,Baixo,False,Curto
22.0,39300,Financiada,5.0,Educacão,D,5325,14.59,0,0.14,Sim,3,Risco Médio,Baixa,Baixo,False,Curto
22.0,42000,Alugada,0.0,,C,4000,13.22,0,0.1,Não,3,Risco Médio-Baixo,Baixa,Baixo,False,Curto
25.0,42500,Alugada,0.0,Saúde,C,4000,12.99,0,0.09,Não,3,Risco Médio-Baixo,Baixa,Baixo,False,Curto
22.0,42996,Alugada,3.0,Educacão,C,4000,,0,0.09,Não,4,Risco Médio-Baixo,Baixa,Baixo,False,Curto
22.0,39396,Financiada,1.0,Educacão,A,5000,6.62,0,0.13,Não,4,Risco Muito Baixo,Baixa,Baixo,False,Curto
24.0,43000,Alugada,8.0,,B,4000,12.69,0,0.09,Não,2,Risco Baixo,Baixa,Baixo,False,Muito Curto
24.0,39456,Propria,8.0,Pessoal,A,1325,6.62,0,0.03,Não,2,Risco Muito Baixo,Baixa,Muito Baixo,False,Muito Curto
23.0,39456,Propria,7.0,Educacão,A,14000,7.29,0,0.35,Não,3,Risco Muito Baixo,Baixa,Médio,False,Curto
25.0,43000,Alugada,9.0,Saúde,C,4000,12.99,0,0.09,Não,4,Risco Médio-Baixo,Baixa,Baixo,False,Curto
26.0,39600,Alugada,3.0,Educacão,A,4000,5.79,1,0.1,Não,4,Risco Muito Baixo,Baixa,Baixo,False,Curto
25.0,45600,Alugada,2.0,Saúde,A,4000,6.54,0,0.09,Não,3,Risco Muito Baixo,Baixa,Baixo,False,Curto
23.0,39500,Financiada,3.0,Consolidação de dívidas,C,10000,14.22,0,0.25,Sim,2,Risco Médio-Baixo,Baixa,Médio,False,Muito Curto
22.0,41000,Alugada,7.0,Pessoal,A,4000,7.51,1,0.1,Não,3,Risco Muito Baixo,Baixa,Baixo,False,Curto
23.0,47000,Alugada,3.0,Consolidação de dívidas,A,4000,,0,0.09,Não,4,Risco Muito Baixo,Baixa,Baixo,False,Curto
25.0,41000,Alugada,1.0,Pessoal,D,4000,14.84,1,0.1,Sim,4,Risco Médio,Baixa,Baixo,False,Curto
22.0,47004,Alugada,2.0,Pessoal,A,4000,,0,0.09,Não,3,Risco Muito Baixo,Baixa,Baixo,False,Curto
23.0,47004,Alugada,3.0,Educacão,C,4000,12.53,0,0.09,Sim,4,Risco Médio-Baixo,Baixa,Baixo,False,Curto
24.0,47088,Alugada,8.0,Consolidação de dívidas,A,4000,6.62,0,0.08,Não,4,Risco Muito Baixo,Baixa,Baixo,False,Curto
22.0,48000,Alugada,6.0,Educacão,B,4000,9.91,0,0.08,Não,3,Risco Baixo,Baixa,Baixo,False,Curto
22.0,48000,Alugada,3.0,Educacão,A,4000,,0,0.08,Não,4,Risco Muito Baixo,Baixa,Baixo,False,Curto
21.0,39600,Propria,5.0,Pessoal,A,3500,6.62,0,0.09,Não,3,Risco Muito Baixo,Baixa,Baixo,False,Curto
26.0,48000,Alugada,3.0,,A,4000,5.79,0,0.08,Não,2,Risco Muito Baixo,Baixa,Baixo,False,Muito Curto
25.0,48000,Alugada,0.0,,A,4000,7.29,0,0.08,Não,4,Risco Muito Baixo,Baixa,Baixo,False,Curto
25.0,39600,Financiada,5.0,Reforma,B,4800,12.42,0,0.12,Não,4,Risco Baixo,Baixa,Baixo,False,Curto
24.0,42000,Alugada,8.0,Reforma,B,4000,11.86,1,0.1,Não,2,Risco Baixo,Baixa,Baixo,False,Muito Curto
24.0,42000,Alugada,2.0,Reforma,C,4000,12.73,1,0.1,Sim,3,Risco Médio-Baixo,Baixa,Baixo,False,Curto
25.0,39600,Financiada,9.0,Pessoal,B,5000,8.88,0,0.13,Não,3,Risco Baixo,Baixa,Baixo,False,Curto
23.0,39600,Financiada,7.0,Saúde,A,6000,7.88,0,0.15,Não,3,Risco Muito Baixo,Baixa,Baixo,False,Curto
23.0,39600,Financiada,8.0,Educacão,A,8250,9.32,0,0.21,Não,2,Risco Muito Baixo,Baixa,Médio,False,Muito Curto
26.0,33660,Financiada,0.0,Consolidação de dívidas,A,4500,5.99,1,0.13,Não,2,Risco Muito Baixo,Muito Baixa,Baixo,False,Muito Curto
24.0,44000,Alugada,1.0,Consolidação de dívidas,D,4000,17.58,1,0.09,Não,2,Risco Médio,Baixa,Baixo,False,Muito Curto
24.0,50000,Alugada,1.0,Reforma,A,4000,5.42,0,0.08,Não,2,Risco Muito Baixo,Média,Baixo,False,Muito Curto
26.0,39672,Financiada,10.0,Pessoal,D,11500,15.7,0,0.29,Não,4,Risco Médio,Baixa,Médio,False,Curto
23.0,39689,Propria,1.0,,C,13000,13.57,0,0.33,Sim,2,Risco Médio-Baixo,Baixa,Médio,False,Muito Curto
23.0,39700,Financiada,8.0,Educacão,A,8400,7.51,0,0.21,Não,4,Risco Muito Baixo,Baixa,Médio,False,Curto
24.0,50000,Alugada,6.0,Pessoal,A,4000,7.66,0,0.08,Não,4,Risco Muito Baixo,Média,Baixo,False,Curto
24.0,50000,Alugada,0.0,Pessoal,A,4000,,0,0.08,Não,4,Risco Muito Baixo,Média,Baixo,False,Curto
25.0,50000,Alugada,2.0,Consolidação de dívidas,B,4000,10.37,0,0.08,Não,2,Risco Baixo,Média,Baixo,False,Muito Curto
23.0,50000,Alugada,1.0,Saúde,A,4000,5.42,0,0.08,Não,2,Risco Muito Baixo,Média,Baixo,False,Muito Curto
23.0,39800,Financiada,5.0,Saúde,B,9750,10.99,0,0.24,Não,3,Risco Baixo,Baixa,Médio,False,Curto
24.0,39828,Propria,,Saúde,B,3000,8.88,0,0.08,Não,4,Risco Baixo,Baixa,Muito Baixo,False,Curto
21.0,39828,Propria,,Pessoal,B,15000,10.99,0,0.38,Não,3,Risco Baixo,Baixa,Médio,False,Curto
25.0,50000,Alugada,6.0,Saúde,A,4000,6.92,0,0.08,Não,4,Risco Muito Baixo,Média,Baixo,False,Curto
23.0,50000,Alugada,3.0,Educacão,C,4000,12.61,0,0.08,Sim,2,Risco Médio-Baixo,Média,Baixo,False,Muito Curto
24.0,50000,Alugada,1.0,,A,4000,7.88,0,0.08,Não,3,Risco Muito Baixo,Média,Baixo,False,Curto
22.0,39875,Financiada,5.0,,B,10000,,0,0.25,Não,3,Risco Baixo,Baixa,Médio,False,Curto
23.0,50000,Alugada,4.0,,D,4000,14.96,0,0.08,Não,3,Risco Médio,Média,Baixo,False,Curto
22.0,50000,Alugada,7.0,Saúde,A,4000,7.4,0,0.08,Não,2,Risco Muito Baixo,Média,Baixo,False,Muito Curto
25.0,50000,Alugada,3.0,Educacão,D,4000,14.61,0,0.08,Não,2,Risco Médio,Média,Baixo,False,Muito Curto
22.0,50004,Alugada,2.0,Consolidação de dívidas,A,4000,6.92,0,0.08,Não,2,Risco Muito Baixo,Média,Baixo,False,Muito Curto
24.0,50004,Alugada,5.0,Educacão,A,4000,7.88,0,0.08,Não,2,Risco Muito Baixo,Média,Baixo,False,Muito Curto
22.0,44582,Alugada,6.0,Reforma,A,4000,5.99,1,0.09,Não,4,Risco Muito Baixo,Baixa,Baixo,False,Curto
26.0,39990,Financiada,3.0,Reforma,C,2400,14.27,0,0.06,Sim,2,Risco Médio-Baixo,Baixa,Muito Baixo,False,Muito Curto
21.0,50808,Alugada,2.0,Educacão,A,4000,6.17,0,0.08,Não,4,Risco Muito Baixo,Média,Baixo,False,Curto
22.0,39996,Financiada,7.0,Saúde,B,6000,12.42,0,0.15,Não,4,Risco Baixo,Baixa,Baixo,False,Curto
24.0,39996,Financiada,1.0,Pessoal,B,3000,9.91,0,0.08,Não,4,Risco Baixo,Baixa,Muito Baixo,False,Curto
23.0,50952,Alugada,0.0,Educacão,C,4000,11.54,0,0.08,Sim,4,Risco Médio-Baixo,Média,Baixo,False,Curto
24.0,45000,Alugada,0.0,Consolidação de dívidas,D,4000,15.99,1,0.09,Não,4,Risco Médio,Baixa,Baixo,False,Curto
23.0,51600,Alugada,6.0,Pessoal,B,4000,9.91,0,0.08,Não,3,Risco Baixo,Média,Baixo,False,Curto
24.0,39996,Financiada,4.0,Educacão,C,5000,14.82,0,0.13,Sim,3,Risco Médio-Baixo,Baixa,Baixo,False,Curto
23.0,45630,Alugada,0.0,Consolidação de dívidas,E,4000,19.29,1,0.09,Sim,3,Risco Médio-Alto,Baixa,Baixo,False,Curto
23.0,51996,Alugada,7.0,Consolidação de dívidas,C,4000,13.98,0,0.08,Sim,2,Risco Médio-Baixo,Média,Baixo,False,Muito Curto
24.0,52000,Alugada,3.0,Consolidação de dívidas,B,4000,10.37,0,0.08,Não,3,Risco Baixo,Média,Baixo,False,Curto
23.0,39996,Propria,1.0,Saúde,B,11000,9.63,0,0.28,Não,3,Risco Baixo,Baixa,Médio,False,Curto
24.0,52000,Alugada,3.0,Saúde,B,4000,9.88,0,0.08,Não,2,Risco Baixo,Média,Baixo,False,Muito Curto
25.0,46392,Alugada,9.0,Consolidação de dívidas,D,4000,16.32,1,0.09,Sim,3,Risco Médio,Baixa,Baixo,False,Curto
26.0,52800,Alugada,1.0,Pessoal,A,4000,,0,0.08,Não,3,Risco Muito Baixo,Média,Baixo,False,Curto
22.0,53285,Alugada,0.0,Educacão,A,4000,7.9,0,0.08,Não,4,Risco Muito Baixo,Média,Baixo,False,Curto
24.0,53636,Alugada,8.0,Educacão,B,4000,10.62,0,0.07,Não,2,Risco Baixo,Média,Baixo,False,Muito Curto
23.0,48000,Alugada,8.0,Pessoal,B,4000,10.37,1,0.08,Não,3,Risco Baixo,Baixa,Baixo,False,Curto
25.0,54000,Alugada,2.0,Educacão,B,4000,11.89,0,0.07,Não,2,Risco Baixo,Média,Baixo,False,Muito Curto
26.0,54996,Alugada,0.0,Pessoal,A,4000,7.51,0,0.07,Não,4,Risco Muito Baixo,Média,Baixo,False,Curto
22.0,39996,Propria,5.0,Educacão,C,3500,,0,0.09,Não,2,Risco Médio-Baixo,Baixa,Baixo,False,Muito Curto
23.0,55000,Alugada,8.0,Saúde,B,4000,10.99,0,0.07,Não,2,Risco Baixo,Média,Baixo,False,Muito Curto
26.0,55000,Alugada,0.0,Educacão,A,4000,6.92,0,0.07,Não,4,Risco Muito Baixo,Média,Baixo,False,Curto
21.0,55000,Alugada,5.0,Consolidação de dívidas,C,4000,13.35,0,0.07,Sim,2,Risco Médio-Baixo,Média,Baixo,False,Muito Curto
23.0,55000,Alugada,5.0,Pessoal,B,4000,11.86,0,0.07,Não,4,Risco Baixo,Média,Baixo,False,Curto
23.0,55000,Alugada,4.0,Saúde,B,4000,12.53,0,0.07,Não,2,Risco Baixo,Média,Baixo,False,Muito Curto
24.0,55000,Alugada,0.0,Educacão,B,4000,11.26,0,0.07,Não,4,Risco Baixo,Média,Baixo,False,Curto
23.0,56000,Alugada,7.0,,C,4000,15.23,0,0.07,Sim,4,Risco Médio-Baixo,Média,Baixo,False,Curto
23.0,39996,Financiada,5.0,Educacão,A,10000,7.51,0,0.25,Não,3,Risco Muito Baixo,Baixa,Médio,False,Curto
21.0,57000,Alugada,6.0,Educacão,A,4000,7.49,0,0.07,Não,4,Risco Muito Baixo,Média,Baixo,False,Curto
21.0,39996,Financiada,5.0,Pessoal,B,8000,10.25,0,0.2,Não,4,Risco Baixo,Baixa,Médio,False,Curto
22.0,57000,Alugada,6.0,,B,4000,,0,0.07,Não,2,Risco Baixo,Média,Baixo,False,Muito Curto
23.0,57500,Alugada,1.0,,B,4000,8.88,0,0.07,Não,2,Risco Baixo,Média,Baixo,False,Muito Curto
23.0,39996,Financiada,3.0,Educacão,A,3600,7.51,0,0.09,Não,4,Risco Muito Baixo,Baixa,Baixo,False,Curto
21.0,39996,Financiada,6.0,Educacão,C,13000,13.48,0,0.33,Não,2,Risco Médio-Baixo,Baixa,Médio,False,Muito Curto
23.0,57600,Alugada,1.0,Consolidação de dívidas,A,4000,7.75,0,0.07,Não,2,Risco Muito Baixo,Média,Baixo,False,Muito Curto
26.0,39996,Propria,10.0,,C,7000,13.57,0,0.18,Sim,3,Risco Médio-Baixo,Baixa,Baixo,False,Curto
23.0,58000,Alugada,1.0,,B,4000,10.74,0,0.07,Não,2,Risco Baixo,Média,Baixo,False,Muito Curto
22.0,58000,Alugada,5.0,Educacão,B,4000,10.0,0,0.07,Não,4,Risco Baixo,Média,Baixo,False,Curto
23.0,58320,Alugada,4.0,Saúde,B,4000,10.37,0,0.07,Não,2,Risco Baixo,Média,Baixo,False,Muito Curto
22.0,39996,Financiada,6.0,Consolidação de dívidas,A,6000,8.0,0,0.15,Não,3,Risco Muito Baixo,Baixa,Baixo,False,Curto
26.0,52800,Alugada,4.0,Pessoal,B,4000,9.99,1,0.08,Não,3,Risco Baixo,Média,Baixo,False,Curto
25.0,39996,Financiada,7.0,,B,3200,,0,0.08,Não,4,Risco Baixo,Baixa,Baixo,False,Curto
22.0,60000,Alugada,6.0,Educacão,A,4000,7.51,0,0.07,Não,3,Risco Muito Baixo,Média,Baixo,False,Curto
23.0,60000,Alugada,7.0,Educacão,D,4000,15.33,0,0.07,Sim,2,Risco Médio,Média,Baixo,False,Muito Curto
23.0,60000,Alugada,1.0,Educacão,B,4000,11.83,0,0.07,Não,3,Risco Baixo,Média,Baixo,False,Curto
26.0,54000,Alugada,0.0,Saúde,C,4000,13.47,1,0.07,Não,2,Risco Médio-Baixo,Média,Baixo,False,Muito Curto
22.0,60000,Alugada,6.0,Pessoal,B,4000,12.21,0,0.07,Não,3,Risco Baixo,Média,Baixo,False,Curto
24.0,39996,Financiada,8.0,Consolidação de dívidas,C,7500,12.22,0,0.19,Não,4,Risco Médio-Baixo,Baixa,Médio,False,Curto
26.0,62000,Alugada,1.0,Educacão,C,4000,13.06,0,0.06,Sim,2,Risco Médio-Baixo,Média,Baixo,False,Muito Curto
26.0,39996,Financiada,10.0,,A,6500,8.32,0,0.16,Não,3,Risco Muito Baixo,Baixa,Baixo,False,Curto
23.0,62000,Alugada,3.0,Pessoal,C,4000,10.59,0,0.06,Sim,3,Risco Médio-Baixo,Média,Baixo,False,Curto
24.0,56400,Alugada,0.0,Educacão,E,4000,14.75,1,0.07,Sim,2,Risco Médio-Alto,Média,Baixo,False,Muito Curto
25.0,62500,Alugada,9.0,Educacão,A,4000,8.9,0,0.06,Não,3,Risco Muito Baixo,Média,Baixo,False,Curto
25.0,62500,Alugada,6.0,Consolidação de dívidas,B,4000,10.37,0,0.06,Não,3,Risco Baixo,Média,Baixo,False,Curto
21.0,63000,Alugada,0.0,Educacão,B,4000,11.49,0,0.06,Não,3,Risco Baixo,Média,Baixo,False,Curto
22.0,63000,Alugada,5.0,Educacão,B,4000,,0,0.06,Não,4,Risco Baixo,Média,Baixo,False,Curto
23.0,63500,Alugada,0.0,Educacão,C,4000,,0,0.06,Não,4,Risco Médio-Baixo,Alta,Baixo,False,Curto
22.0,40000,Financiada,6.0,Pessoal,B,14400,12.69,0,0.36,Não,3,Risco Baixo,Baixa,Médio,False,Curto
22.0,40000,Financiada,6.0,Saúde,A,9875,7.9,0,0.25,Não,4,Risco Muito Baixo,Baixa,Médio,False,Curto
24.0,65000,Alugada,0.0,Consolidação de dívidas,A,4000,7.51,0,0.06,Não,3,Risco Muito Baixo,Alta,Baixo,False,Curto
25.0,65000,Alugada,3.0,Pessoal,A,4000,6.62,0,0.06,Não,2,Risco Muito Baixo,Alta,Baixo,False,Muito Curto
26.0,40000,Financiada,10.0,Reforma,C,12000,13.49,0,0.3,Não,2,Risco Médio-Baixo,Baixa,Médio,False,Muito Curto
24.0,65000,Alugada,1.0,Saúde,A,4000,5.42,0,0.06,Não,2,Risco Muito Baixo,Alta,Baixo,False,Muito Curto
23.0,65000,Alugada,1.0,Pessoal,A,4000,7.49,0,0.06,Não,4,Risco Muito Baixo,Alta,Baixo,False,Curto
25.0,65499,Alugada,9.0,,C,4000,12.23,0,0.06,Não,4,Risco Médio-Baixo,Alta,Baixo,False,Curto
23.0,40000,Financiada,5.0,Educacão,B,18000,9.91,0,0.45,Não,2,Risco Baixo,Baixa,Alto,True,Muito Curto
23.0,61000,Alugada,2.0,Consolidação de dívidas,D,4000,16.0,1,0.07,Sim,4,Risco Médio,Média,Baixo,False,Curto
24.0,67200,Alugada,5.0,Reforma,D,4000,,0,0.06,Sim,2,Risco Médio,Alta,Baixo,False,Muito Curto
23.0,67450,Alugada,8.0,Educacão,A,4000,6.76,0,0.06,Não,3,Risco Muito Baixo,Alta,Baixo,False,Curto
22.0,40000,Financiada,5.0,Consolidação de dívidas,C,12000,13.49,0,0.3,Não,2,Risco Médio-Baixo,Baixa,Médio,False,Muito Curto
25.0,68000,Alugada,0.0,,A,4000,6.76,0,0.06,Não,2,Risco Muito Baixo,Alta,Baixo,False,Muito Curto
22.0,63000,Alugada,6.0,Reforma,B,4000,11.12,1,0.06,Não,2,Risco Baixo,Média,Baixo,False,Muito Curto
23.0,69360,Alugada,5.0,Consolidação de dívidas,A,4000,7.74,0,0.06,Não,3,Risco Muito Baixo,Alta,Baixo,False,Curto
23.0,63996,Alugada,2.0,Reforma,D,4000,,1,0.06,Sim,2,Risco Médio,Alta,Baixo,False,Muito Curto
21.0,70000,Alugada,5.0,Educacão,A,4000,7.9,0,0.06,Não,2,Risco Muito Baixo,Alta,Baixo,False,Muito Curto
26.0,70000,Alugada,4.0,Consolidação de dívidas,A,4000,5.99,0,0.06,Não,4,Risco Muito Baixo,Alta,Baixo,False,Curto
24.0,70000,Alugada,8.0,,C,4000,13.49,0,0.06,Sim,4,Risco Médio-Baixo,Alta,Baixo,False,Curto
23.0,40000,Financiada,0.0,Consolidação de dívidas,B,6000,10.65,0,0.15,Não,4,Risco Baixo,Baixa,Baixo,False,Curto
26.0,70000,Alugada,4.0,,C,4000,13.06,0,0.06,Sim,4,Risco Médio-Baixo,Alta,Baixo,False,Curto
26.0,70000,Alugada,5.0,Pessoal,C,4000,13.85,0,0.06,Não,4,Risco Médio-Baixo,Alta,Baixo,False,Curto
23.0,34000,Financiada,3.0,,C,12000,14.27,1,0.35,Não,4,Risco Médio-Baixo,Muito Baixa,Médio,False,Curto
25.0,40000,Financiada,9.0,Consolidação de dívidas,C,7100,,0,0.18,Não,2,Risco Médio-Baixo,Baixa,Médio,False,Muito Curto
24.0,72000,Alugada,4.0,Consolidação de dívidas,A,4000,7.88,0,0.06,Não,3,Risco Muito Baixo,Alta,Baixo,False,Curto
25.0,75000,Alugada,4.0,Pessoal,B,4000,11.49,0,0.05,Não,2,Risco Baixo,Alta,Baixo,False,Muito Curto
22.0,40000,Financiada,6.0,Saúde,A,5000,6.03,0,0.13,Não,2,Risco Muito Baixo,Baixa,Baixo,False,Muito Curto
22.0,34000,Financiada,6.0,Saúde,B,4500,11.71,1,0.13,Não,2,Risco Baixo,Muito Baixa,Baixo,False,Muito Curto
25.0,40000,Financiada,7.0,Educacão,A,2100,6.03,0,0.05,Não,2,Risco Muito Baixo,Baixa,Muito Baixo,False,Muito Curto
23.0,40000,Financiada,7.0,,A,5000,6.62,0,0.13,Não,4,Risco Muito Baixo,Baixa,Baixo,False,Curto
24.0,40000,Financiada,1.0,Saúde,B,7500,12.42,0,0.19,Não,4,Risco Baixo,Baixa,Médio,False,Curto
23.0,40000,Financiada,4.0,Pessoal,B,6000,,0,0.15,Não,2,Risco Baixo,Baixa,Baixo,False,Muito Curto
22.0,77250,Alugada,3.0,Pessoal,B,4000,11.71,0,0.05,Não,3,Risco Baixo,Alta,Baixo,False,Curto
22.0,78972,Alugada,5.0,Saúde,C,4000,,0,0.05,Sim,2,Risco Médio-Baixo,Alta,Baixo,False,Muito Curto
24.0,40000,Financiada,6.0,Educacão,B,5400,12.42,0,0.14,Não,3,Risco Baixo,Baixa,Baixo,False,Curto
25.0,80000,Alugada,2.0,Consolidação de dívidas,B,4000,10.59,0,0.05,Não,3,Risco Baixo,Alta,Baixo,False,Curto
22.0,40000,Financiada,2.0,Educacão,A,10000,6.03,0,0.25,Não,3,Risco Muito Baixo,Baixa,Médio,False,Curto
